month,price_usd
2024-11,44.21731707960546
2024-12,62.59976096987006
2025-01,50.77327191021366
2025-02,34.279660654972275
2025-03,34.13595938660128
2025-04,34.72200390852312
2025-05,43.57611119407133
2025-06,45.32152673103495
2025-07,41.6092559750332
2025-08,38.786559647618155
2025-09,50.21043675178521
2025-10,233.43747799654855
