series_id,year,periodName,value,date
CUUR0000SAF114,2021,November,185.119,2021-11-01
CUUR0000SAF114,2021,October,186.387,2021-10-01
CUUR0000SAF114,2021,September,184.49,2021-09-01
CUUR0000SAF114,2021,August,182.277,2021-08-01
CUUR0000SAF114,2021,July,180.136,2021-07-01
CUUR0000SAF114,2021,June,179.527,2021-06-01
CUUR0000SAF114,2021,May,177.814,2021-05-01
CUUR0000SAF114,2021,April,179.57,2021-04-01
CUUR0000SAF114,2021,March,180.018,2021-03-01
CUUR0000SAF114,2021,February,180.202,2021-02-01
CUUR0000SAF114,2021,January,179.789,2021-01-01
CUUR0000SAF114,2020,December,177.539,2020-12-01
CUUR0000SAF114,2020,November,175.869,2020-11-01
CUUR0000SAF114,2020,October,178.4,2020-10-01
CUUR0000SAF114,2020,September,177.848,2020-09-01
CUUR0000SAF114,2020,August,178.684,2020-08-01
CUUR0000SAF114,2020,July,178.167,2020-07-01
CUUR0000SAF114,2020,June,179.19,2020-06-01
CUUR0000SAF114,2020,May,178.234,2020-05-01
CUUR0000SAF114,2020,April,179.235,2020-04-01
CUUR0000SAF114,2020,March,174.454,2020-03-01
CUUR0000SAF114,2020,February,173.194,2020-02-01
CUUR0000SAF114,2020,January,172.313,2020-01-01
CUUR0000SAF114,2019,December,170.006,2019-12-01
CUUR0000SAF114,2019,November,170.675,2019-11-01
CUUR0000SAF114,2019,October,170.842,2019-10-01
CUUR0000SAF114,2019,September,170.63,2019-09-01
CUUR0000SAF114,2019,August,170.067,2019-08-01
CUUR0000SAF114,2019,July,169.685,2019-07-01
CUUR0000SAF114,2019,June,170.23,2019-06-01
CUUR0000SAF114,2019,May,171.26,2019-05-01
CUUR0000SAF114,2019,April,170.727,2019-04-01
CUUR0000SAF114,2019,March,172.06,2019-03-01
CUUR0000SAF114,2019,February,172.488,2019-02-01
CUUR0000SAF114,2019,January,171.354,2019-01-01
CUUR0000SAF114,2018,December,168.339,2018-12-01
CUUR0000SAF114,2018,November,167.891,2018-11-01
CUUR0000SAF114,2018,October,169.57,2018-10-01
CUUR0000SAF114,2018,September,168.428,2018-09-01
CUUR0000SAF114,2018,August,167.231,2018-08-01
CUUR0000SAF114,2018,July,166.577,2018-07-01
CUUR0000SAF114,2018,June,166.431,2018-06-01
CUUR0000SAF114,2018,May,166.401,2018-05-01
CUUR0000SAF114,2018,April,167.041,2018-04-01
CUUR0000SAF114,2018,March,167.758,2018-03-01
CUUR0000SAF114,2018,February,167.736,2018-02-01
CUUR0000SAF114,2018,January,167.671,2018-01-01
CUUR0000SAF114,2017,December,166.006,2017-12-01
CUUR0000SAF114,2017,November,166.271,2017-11-01
CUUR0000SAF114,2017,October,167.99,2017-10-01
CUUR0000SAF114,2017,September,167.429,2017-09-01
CUUR0000SAF114,2017,August,166.822,2017-08-01
CUUR0000SAF114,2017,July,167.085,2017-07-01
CUUR0000SAF114,2017,June,167.242,2017-06-01
CUUR0000SAF114,2017,May,168.555,2017-05-01
CUUR0000SAF114,2017,April,168.354,2017-04-01
CUUR0000SAF114,2017,March,168.455,2017-03-01
CUUR0000SAF114,2017,February,169.451,2017-02-01
CUUR0000SAF114,2017,January,167.074,2017-01-01
CUUR0000SAF114,2016,December,165.965,2016-12-01
CUUR0000SAF114,2016,November,166.258,2016-11-01
CUUR0000SAF114,2016,October,166.793,2016-10-01
CUUR0000SAF114,2016,September,166.573,2016-09-01
CUUR0000SAF114,2016,August,167.044,2016-08-01
CUUR0000SAF114,2016,July,166.648,2016-07-01
CUUR0000SAF114,2016,June,165.94,2016-06-01
CUUR0000SAF114,2016,May,167.053,2016-05-01
CUUR0000SAF114,2016,April,168.771,2016-04-01
CUUR0000SAF114,2016,March,168.187,2016-03-01
CUUR0000SAF114,2016,February,169.248,2016-02-01
CUUR0000SAF114,2016,January,168.718,2016-01-01
CUUR0000SAF115,2025,September,277.71,2025-09-01
CUUR0000SAF115,2025,August,276.649,2025-08-01
CUUR0000SAF115,2025,July,277.002,2025-07-01
CUUR0000SAF115,2025,June,277.737,2025-06-01
CUUR0000SAF115,2025,May,276.606,2025-05-01
CUUR0000SAF115,2025,April,275.27,2025-04-01
CUUR0000SAF115,2025,March,275.216,2025-03-01
CUUR0000SAF115,2025,February,273.067,2025-02-01
CUUR0000SAF115,2025,January,273.796,2025-01-01
CUUR0000SAF115,2024,December,272.362,2024-12-01
CUUR0000SAF115,2024,November,272.027,2024-11-01
CUUR0000SAF115,2024,October,273.232,2024-10-01
CUUR0000SAF115,2024,September,272.658,2024-09-01
CUUR0000SAF115,2024,August,272.612,2024-08-01
CUUR0000SAF115,2024,July,273.643,2024-07-01
CUUR0000SAF115,2024,June,274.285,2024-06-01
CUUR0000SAF115,2024,May,272.796,2024-05-01
CUUR0000SAF115,2024,April,273.306,2024-04-01
CUUR0000SAF115,2024,March,272.352,2024-03-01
CUUR0000SAF115,2024,February,272.768,2024-02-01
CUUR0000SAF115,2024,January,271.6,2024-01-01
CUUR0000SAF115,2023,December,270.223,2023-12-01
CUUR0000SAF115,2023,November,270.25,2023-11-01
CUUR0000SAF115,2023,October,272.215,2023-10-01
CUUR0000SAF115,2023,September,271.561,2023-09-01
CUUR0000SAF115,2023,August,271.648,2023-08-01
CUUR0000SAF115,2023,July,271.276,2023-07-01
CUUR0000SAF115,2023,June,269.995,2023-06-01
CUUR0000SAF115,2023,May,269.999,2023-05-01
CUUR0000SAF115,2023,April,269.657,2023-04-01
CUUR0000SAF115,2023,March,268.567,2023-03-01
CUUR0000SAF115,2023,February,266.612,2023-02-01
CUUR0000SAF115,2023,January,264.746,2023-01-01
CUUR0000SAF115,2022,December,262.985,2022-12-01
CUUR0000SAF115,2022,November,261.583,2022-11-01
CUUR0000SAF115,2022,October,262.814,2022-10-01
CUUR0000SAF115,2022,September,260.58,2022-09-01
CUUR0000SAF115,2022,August,259.976,2022-08-01
CUUR0000SAF115,2022,July,257.295,2022-07-01
CUUR0000SAF115,2022,June,252.015,2022-06-01
CUUR0000SAF115,2022,May,247.3,2022-05-01
CUUR0000SAF115,2022,April,244.282,2022-04-01
CUUR0000SAF115,2022,March,241.804,2022-03-01
CUUR0000SAF115,2022,February,237.143,2022-02-01
CUUR0000SAF115,2022,January,233.956,2022-01-01
CUUR0000SAF115,2021,December,230.809,2021-12-01
CUUR0000SAF115,2021,November,229.643,2021-11-01
CUUR0000SAF115,2021,October,227.701,2021-10-01
CUUR0000SAF115,2021,September,225.141,2021-09-01
CUUR0000SAF115,2021,August,222.863,2021-08-01
CUUR0000SAF115,2021,July,222.116,2021-07-01
CUUR0000SAF115,2021,June,220.221,2021-06-01
CUUR0000SAF115,2021,May,219.664,2021-05-01
CUUR0000SAF115,2021,April,220.143,2021-04-01
CUUR0000SAF115,2021,March,219.263,2021-03-01
CUUR0000SAF115,2021,February,219.11,2021-02-01
CUUR0000SAF115,2021,January,217.824,2021-01-01
CUUR0000SAF115,2020,December,218.534,2020-12-01
CUUR0000SAF115,2020,November,217.31,2020-11-01
CUUR0000SAF115,2020,October,218.758,2020-10-01
CUUR0000SAF115,2020,September,218.358,2020-09-01
CUUR0000SAF115,2020,August,219.607,2020-08-01
CUUR0000SAF115,2020,July,219.254,2020-07-01
CUUR0000SAF115,2020,June,219.311,2020-06-01
CUUR0000SAF115,2020,May,218.988,2020-05-01
CUUR0000SAF115,2020,April,219.233,2020-04-01
CUUR0000SAF115,2020,March,214.565,2020-03-01
CUUR0000SAF115,2020,February,213.215,2020-02-01
CUUR0000SAF115,2020,January,210.763,2020-01-01
CUUR0000SAF115,2019,December,210.432,2019-12-01
CUUR0000SAF115,2019,November,211.25,2019-11-01
CUUR0000SAF115,2019,October,211.492,2019-10-01
CUUR0000SAF115,2019,September,211.49,2019-09-01
CUUR0000SAF115,2019,August,210.841,2019-08-01
CUUR0000SAF115,2019,July,210.941,2019-07-01
CUUR0000SAF115,2019,June,212.056,2019-06-01
CUUR0000SAF115,2019,May,210.815,2019-05-01
CUUR0000SAF115,2019,April,211.078,2019-04-01
CUUR0000SAF115,2019,March,211.55,2019-03-01
CUUR0000SAF115,2019,February,211.168,2019-02-01
CUUR0000SAF115,2019,January,210.006,2019-01-01
CUUR0000SAF115,2018,December,209.739,2018-12-01
CUUR0000SAF115,2018,November,210.407,2018-11-01
CUUR0000SAF115,2018,October,210.224,2018-10-01
CUUR0000SAF115,2018,September,210.59,2018-09-01
CUUR0000SAF115,2018,August,210.158,2018-08-01
CUUR0000SAF115,2018,July,210.736,2018-07-01
CUUR0000SAF115,2018,June,210.259,2018-06-01
CUUR0000SAF115,2018,May,210.159,2018-05-01
CUUR0000SAF115,2018,April,210.632,2018-04-01
CUUR0000SAF115,2018,March,210.012,2018-03-01
CUUR0000SAF115,2018,February,210.115,2018-02-01
CUUR0000SAF115,2018,January,209.611,2018-01-01
CUUR0000SAF115,2017,December,209.401,2017-12-01
CUUR0000SAF115,2017,November,209.624,2017-11-01
CUUR0000SAF115,2017,October,209.528,2017-10-01
CUUR0000SAF115,2017,September,210.159,2017-09-01
CUUR0000SAF115,2017,August,209.905,2017-08-01
CUUR0000SAF115,2017,July,210.624,2017-07-01
CUUR0000SAF115,2017,June,210.119,2017-06-01
CUUR0000SAF115,2017,May,210.63,2017-05-01
CUUR0000SAF115,2017,April,210.668,2017-04-01
CUUR0000SAF115,2017,March,210.002,2017-03-01
CUUR0000SAF115,2017,February,208.914,2017-02-01
CUUR0000SAF115,2017,January,208.804,2017-01-01
CUUR0000SAF115,2016,December,208.301,2016-12-01
CUUR0000SAF115,2016,November,207.703,2016-11-01
CUUR0000SAF115,2016,October,208.985,2016-10-01
CUUR0000SAF115,2016,September,209.426,2016-09-01
CUUR0000SAF115,2016,August,209.761,2016-08-01
CUUR0000SAF115,2016,July,210.486,2016-07-01
CUUR0000SAF115,2016,June,210.392,2016-06-01
CUUR0000SAF115,2016,May,210.28,2016-05-01
CUUR0000SAF115,2016,April,211.009,2016-04-01
CUUR0000SAF115,2016,March,209.743,2016-03-01
CUUR0000SAF115,2016,February,209.385,2016-02-01
CUUR0000SAF115,2016,January,208.81,2016-01-01
CUUR0000SAF116,2025,September,297.507,2025-09-01
CUUR0000SAF116,2025,August,296.908,2025-08-01
CUUR0000SAF116,2025,July,295.176,2025-07-01
CUUR0000SAF116,2025,June,294.883,2025-06-01
CUUR0000SAF116,2025,May,294.478,2025-05-01
CUUR0000SAF116,2025,April,294.88,2025-04-01
CUUR0000SAF116,2025,March,294.847,2025-03-01
CUUR0000SAF116,2025,February,294.211,2025-02-01
CUUR0000SAF116,2025,January,292.771,2025-01-01
CUUR0000SAF116,2024,December,291.832,2024-12-01
CUUR0000SAF116,2024,November,292.831,2024-11-01
CUUR0000SAF116,2024,October,292.871,2024-10-01
CUUR0000SAF116,2024,September,291.683,2024-09-01
CUUR0000SAF116,2024,August,291.432,2024-08-01
CUUR0000SAF116,2024,July,291.088,2024-07-01
CUUR0000SAF116,2024,June,290.825,2024-06-01
CUUR0000SAF116,2024,May,290.094,2024-05-01
CUUR0000SAF116,2024,April,289.717,2024-04-01
CUUR0000SAF116,2024,March,289.36,2024-03-01
CUUR0000SAF116,2024,February,289.22,2024-02-01
CUUR0000SAF116,2024,January,288.758,2024-01-01
CUUR0000SAF116,2023,December,287.873,2023-12-01
CUUR0000SAF116,2023,November,287.731,2023-11-01
CUUR0000SAF116,2023,October,288.303,2023-10-01
CUUR0000SAF116,2023,September,287.496,2023-09-01
CUUR0000SAF116,2023,August,285.859,2023-08-01
CUUR0000SAF116,2023,July,285.58,2023-07-01
CUUR0000SAF116,2023,June,285.633,2023-06-01
CUUR0000SAF116,2023,May,285.285,2023-05-01
CUUR0000SAF116,2023,April,283.961,2023-04-01
CUUR0000SAF116,2023,March,282.588,2023-03-01
CUUR0000SAF116,2023,February,282.377,2023-02-01
CUUR0000SAF116,2023,January,282.286,2023-01-01
CUUR0000SAF116,2022,December,280.755,2022-12-01
CUUR0000SAF116,2022,November,279.629,2022-11-01
CUUR0000SAF116,2022,October,278.009,2022-10-01
CUUR0000SAF116,2022,September,275.81,2022-09-01
CUUR0000SAF116,2022,August,275.627,2022-08-01
CUUR0000SAF116,2022,July,274.344,2022-07-01
CUUR0000SAF116,2022,June,273.537,2022-06-01
CUUR0000SAF116,2022,May,272.293,2022-05-01
CUUR0000SAF116,2022,April,271.376,2022-04-01
CUUR0000SAF116,2022,March,270.352,2022-03-01
CUUR0000SAF116,2022,February,269.128,2022-02-01
CUUR0000SAF116,2022,January,266.749,2022-01-01
CUUR0000SAF116,2021,December,265.41,2021-12-01
CUUR0000SAF116,2021,November,264.957,2021-11-01
CUUR0000SAF116,2021,October,264.748,2021-10-01
CUUR0000SAF116,2021,September,264.98,2021-09-01
CUUR0000SAF116,2021,August,264.315,2021-08-01
CUUR0000SAF116,2021,July,263.226,2021-07-01
CUUR0000SAF116,2021,June,262.913,2021-06-01
CUUR0000SAF116,2021,May,261.711,2021-05-01
CUUR0000SAF116,2021,April,261.265,2021-04-01
CUUR0000SAF116,2021,March,260.652,2021-03-01
CUUR0000SAF116,2021,February,260.011,2021-02-01
CUUR0000SAF116,2021,January,259.765,2021-01-01
CUUR0000SAF116,2020,December,259.397,2020-12-01
CUUR0000SAF116,2020,November,259.995,2020-11-01
CUUR0000SAF116,2020,October,258.936,2020-10-01
CUUR0000SAF116,2020,September,257.73,2020-09-01
CUUR0000SAF116,2020,August,257.678,2020-08-01
CUUR0000SAF116,2020,July,256.96,2020-07-01
CUUR0000SAF116,2020,June,258.033,2020-06-01
CUUR0000SAF116,2020,May,257.713,2020-05-01
CUUR0000SAF116,2020,April,256.423,2020-04-01
CUUR0000SAF116,2020,March,255.66,2020-03-01
CUUR0000SAF116,2020,February,254.831,2020-02-01
CUUR0000SAF116,2020,January,253.592,2020-01-01
CUUR0000SAF116,2019,December,252.361,2019-12-01
CUUR0000SAF116,2019,November,252.463,2019-11-01
CUUR0000SAF116,2019,October,253.207,2019-10-01
CUUR0000SAF116,2019,September,253.261,2019-09-01
CUUR0000SAF116,2019,August,253.314,2019-08-01
CUUR0000SAF116,2019,July,253.129,2019-07-01
CUUR0000SAF116,2019,June,252.538,2019-06-01
CUUR0000SAF116,2019,May,252.101,2019-05-01
CUUR0000SAF116,2019,April,251.758,2019-04-01
CUUR0000SAF116,2019,March,252.087,2019-03-01
CUUR0000SAF116,2019,February,252.599,2019-02-01
CUUR0000SAF116,2019,January,251.688,2019-01-01
CUUR0000SAF116,2018,December,251.131,2018-12-01
CUUR0000SAF116,2018,November,251.326,2018-11-01
CUUR0000SAF116,2018,October,250.757,2018-10-01
CUUR0000SAF116,2018,September,249.921,2018-09-01
CUUR0000SAF116,2018,August,248.407,2018-08-01
CUUR0000SAF116,2018,July,248.469,2018-07-01
CUUR0000SAF116,2018,June,248.844,2018-06-01
CUUR0000SAF116,2018,May,248.126,2018-05-01
CUUR0000SAF116,2018,April,248.818,2018-04-01
CUUR0000SAF116,2018,March,248.287,2018-03-01
CUUR0000SAF116,2018,February,248.166,2018-02-01
CUUR0000SAF116,2018,January,247.359,2018-01-01
CUUR0000SAF116,2017,December,246.791,2017-12-01
CUUR0000SAF116,2017,November,246.991,2017-11-01
CUUR0000SAF116,2017,October,246.621,2017-10-01
CUUR0000SAF116,2017,September,245.884,2017-09-01
CUUR0000SAF116,2017,August,245.042,2017-08-01
CUUR0000SAF116,2017,July,244.706,2017-07-01
CUUR0000SAF116,2017,June,244.597,2017-06-01
CUUR0000SAF116,2017,May,244.785,2017-05-01
CUUR0000SAF116,2017,April,245.5,2017-04-01
CUUR0000SAF116,2017,March,244.978,2017-03-01
CUUR0000SAF116,2017,February,244.622,2017-02-01
CUUR0000SAF116,2017,January,244.516,2017-01-01
CUUR0000SAF116,2016,December,243.414,2016-12-01
CUUR0000SAF116,2016,November,243.395,2016-11-01
CUUR0000SAF116,2016,October,243.674,2016-10-01
CUUR0000SAF116,2016,September,242.614,2016-09-01
CUUR0000SAF116,2016,August,242.009,2016-08-01
CUUR0000SAF116,2016,July,242.032,2016-07-01
CUUR0000SAF116,2016,June,242.133,2016-06-01
CUUR0000SAF116,2016,May,242.43,2016-05-01
CUUR0000SAF116,2016,April,242.407,2016-04-01
CUUR0000SAF116,2016,March,242.23,2016-03-01
CUUR0000SAF116,2016,February,242.437,2016-02-01
CUUR0000SAF116,2016,January,241.535,2016-01-01
